statuses_count,followers_count,friends_count,favourite_count,listed_count,default_profile_binary,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,hashtags_per_post,urls_per_post,mentions_per_post,words_per_post,IS_BOT
49757 ,16596 ,16944 ,42684 ,1 ,1,1,1,58.12733644859813,19.38785046728972,19.794392523364486,49.86448598130841,0.0011682242990654205,0.9794617563739377,1,2,3,0,23,0.11,0.275,1.385,17.38,1
3569 ,87313765 ,50 ,2 ,83703 ,1,1,1,0.8340733816312222,20405.17994858612,0.011684973124561814,0.00046739892498247256,19.56134610890395,1746275.3,1,0,2,0,13,0.815,1.08,0.165,14.0,0
73786 ,161827 ,361 ,762 ,1471 ,1,1,1,17.15953488372093,37.63418604651163,0.08395348837209303,0.1772093023255814,0.342093023255814,448.27423822714684,1,0,1,0,23,0.075,0.985,1.245,14.825,0
2 ,9 ,543 ,0 ,0 ,1,1,1,0.0035714285714285713,0.01607142857142857,0.9696428571428571,0.0,0.0,0.016574585635359115,1,8,2,0,21,0.0,0.0,0.5,21.5,1
11945 ,28513011 ,846 ,1123 ,40146 ,1,1,1,3.6765158510310867,8775.934441366575,0.26038781163434904,0.3456448137888581,12.356417359187443,33703.32269503546,1,0,2,0,25,0.205,0.815,0.865,23.745,0
37970 ,1361 ,2298 ,30750 ,29 ,1,1,1,13.493248045486851,0.48365316275764036,0.8166311300639659,10.927505330490405,0.010305614783226724,0.5922541340295909,1,0,3,1,24,0.2,0.38,0.755,17.5,0
223627 ,6711313 ,1188 ,6720 ,18101 ,1,1,1,46.85250366645715,1406.099518122774,0.24890006285355123,1.4079195474544313,3.792373769117955,5649.253367003367,1,0,3,0,12,0.03,1.005,0.12,13.98,0
16531 ,11021996 ,1374 ,6535 ,17156 ,1,1,1,3.5090214391848864,2339.6298025896835,0.2916578221184462,1.3871789428995966,3.64168966249204,8021.8311499272195,1,0,2,0,27,0.11,1.44,0.505,27.165,0
1783 ,117338 ,143 ,865 ,377 ,1,1,1,0.3783955857385399,24.90195246179966,0.030348047538200338,0.18357385398981324,0.08000848896434636,820.5454545454545,1,0,3,0,23,3.085,0.99,0.5,31.6,0
5232 ,688 ,748 ,25891 ,0 ,1,1,1,1.411764705882353,0.18564490016189963,0.2018348623853211,6.986238532110092,0.0,0.9197860962566845,1,0,3,0,9,0.12690355329949238,0.41116751269035534,0.9543147208121827,17.746192893401016,1
100086 ,560374 ,1019 ,3389 ,8025 ,1,1,1,22.24627695043343,124.55523449655479,0.226494776617026,0.753278506334741,1.7837297177150477,549.9254170755643,1,0,1,0,25,0.1,0.81,0.76,23.59,0
419727 ,19595248 ,266 ,0 ,65365 ,1,1,1,76.81680087847731,3586.245973645681,0.04868228404099561,0.0,11.962847730600293,73666.34586466165,1,0,2,0,16,0.0,1.0,0.0,1.425,0
20543 ,8094486 ,231 ,98 ,6108 ,1,1,1,4.373642750691931,1723.3310623802427,0.04918032786885246,0.020864381520119227,1.3004045135192677,35041.06493506493,1,0,2,0,8,0.33,0.76,0.775,26.315,0
670 ,1334 ,1812 ,0 ,4 ,1,1,1,0.1691492047462762,0.33678364049482457,0.45746023731380964,0.0,0.001009845998485231,0.7362030905077263,1,0,2,0,17,0.075,1.005,0.0,9.705,1
